type,id,control,cc_est,cc_err,cc_p,cc_bonferroni_fdr,cc_posneg,sex_est,sex_err,sex_p,sex_bonferroni_fdr,sex_posneg,meaning,chapter,keep,factor
Block,2410,NoCNV_Control,0.83504917735457,1.00514849689431,0.406102471170964,1.0,+,-0.0195778878798724,0.151024252142066,0.896855949828808,1.0,-,V01-V09 Pedestrian injured in transport accident,200,True,70
Block,2580,NoCNV_Control,-11.2184754625686,725.847823030704,0.987668638345803,1.0,-,0.636086767317692,0.449409489341578,0.156956090371834,1.0,+,"W85-W99 Exposure to electric current, radiation and extreme ambient air temperature and pressure",200,True,70
Block,2670,NoCNV_Control,1.84563309072456,1.01096925429003,0.067909399633911,1.0,+,1.44403506889443,0.301721259218959,1.70146136921198e-06,0.0001191022958448386,+,X85-X99 Assault,200,True,70
Block,2570,NoCNV_Control,1.7285140393875,1.00943998306131,0.0868322815615864,1.0,+,0.625262941718127,0.240799548148465,0.0094148268497297,0.659037879481079,+,W75-W84 Other accidental threats to breathing,200,True,70
Block,2440,NoCNV_Control,-10.5694393568026,1203.21980803148,0.992991235709539,1.0,-,0.150435129836278,1.00002282390434,0.880424035685052,1.0,+,V30-V39 Occupant of three-wheeled motor vehicle injured in transport accident,200,True,70
Block,2600,NoCNV_Control,1.8484682708567,1.01010293640008,0.0672529148433929,1.0,+,-0.191654851323538,0.251796835492052,0.446568214100392,1.0,-,X10-X19 Contact with heat and hot substances,200,True,70
Block,2730,NoCNV_Control,-11.0355342374994,268.457380203213,0.967210425724766,1.0,-,-0.164891187452778,0.17910308074838,0.357233374753443,1.0,-,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,200,True,70
Block,2510,NoCNV_Control,-11.5507786630751,1183.47573614119,0.992212732917875,1.0,-,1.13139098631437,0.677037021775972,0.0947035552809315,1.0,+,V95-V97 Air and space transport accidents,200,True,70
Block,2720,NoCNV_Control,-11.5672790587363,268.262173434897,0.965606428714944,1.0,-,-0.278706951615228,0.13874290592376,0.0445581936527341,1.0,-,Y60-Y69 Misadventures to patients during surgical and medical care,200,True,70
Block,2560,NoCNV_Control,-10.7856174445084,1198.31098866118,0.992818590894804,1.0,-,0.555924868789748,0.912895962947079,0.542545330269135,1.0,+,W65-W74 Accidental drowning and submersion,200,True,70
Block,2520,NoCNV_Control,-11.3633949075296,1191.81953888032,0.992392690595299,1.0,-,0.843659646711647,0.707139155285788,0.232845761434513,1.0,+,V98-V99 Other and unspecified transport accidents,200,True,70
Block,2760,NoCNV_Control,0.908220969991596,0.583904384217778,0.119844275259513,1.0,+,0.915826096360228,0.0966108377749743,2.55411663578473e-21,1.787881645049311e-19,+,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,200,True,70
Block,2470,NoCNV_Control,-16.6971326069537,13260.9975818209,0.998995371146521,1.0,-,17.6597301030481,992.712510193516,0.985806884966414,1.0,+,V60-V69 Occupant of heavy transport vehicle injured in transport accident,200,True,70
Chapter,200,NoCNV_Control,0.531767121540225,0.146759950614757,0.000290777743262,0.000581555486524,+,0.213960316892428,0.0165186786791976,2.2704314545689e-38,4.5408629091378e-38,+,Chapter XX External causes of morbidity and mortality,200,True,2
Sub-block,156690,NoCNV_Control,0.363332846261595,0.414753116337011,0.381018084720136,1.0,+,-0.126438210612438,0.0493058199722823,0.0103364227935526,1.0,-,W19 Unspecified fall,200,True,562
Sub-block,169240,NoCNV_Control,-15.0078555219523,22206.1043161044,0.999460754793832,1.0,-,-15.8008597689565,1764.51928974803,0.99285522485315,1.0,-,X38 Victim of flood,200,True,562
Sub-block,154050,NoCNV_Control,0.335567726655482,1.00411226620005,0.738233598142679,1.0,+,-0.422756125742683,0.122244119364269,0.0005436074652559,0.3055073954738158,-,W00 Fall on same level involving ice and snow,200,True,562
Sub-block,156360,NoCNV_Control,0.741050338683612,1.00509558967265,0.460943948565796,1.0,+,0.591617194182706,0.147235712918308,5.86534498195892e-05,0.03296323879860913,+,W17 Other fall from one level to another,200,True,562
Sub-block,153720,NoCNV_Control,-11.5329552193932,1944.9940995247,0.995268924985676,1.0,-,1.24909323960632,1.15472034143551,0.279373440711182,1.0,+,V94 Other and unspecified water transport accidents,200,True,562
Sub-block,145960,NoCNV_Control,-12.0305115412031,262.152966553538,0.963396976312425,1.0,-,1.37646156063704,0.125850185576129,7.64404176567256e-28,4.295951472307979e-25,+,V18 Pedal cyclist injured in noncollision transport accident,200,True,562
Sub-block,157600,NoCNV_Control,-11.2436520377562,267.836238370027,0.966514978819757,1.0,-,0.431507384400626,0.160819449649941,0.0072925926711312,1.0,+,W25 Contact with sharp glass,200,True,562
Sub-block,154200,NoCNV_Control,0.592507371508506,0.361547719417132,0.101253208443683,1.0,+,-0.594124456348891,0.050350149167375,3.90984868759131e-32,2.1973349624263162e-29,-,"W01 Fall on same level from slipping, tripping and stumbling",200,True,562
Sub-block,148390,NoCNV_Control,-11.3782126576614,268.559974401353,0.966205742426351,1.0,-,-0.0278770725120149,0.149816937283623,0.852386543830859,1.0,-,"V43 Car occupant injured in collision with car, pick-up truck or van",200,True,562
Sub-block,145530,NoCNV_Control,-11.6321940742747,432.990206128762,0.978567571147361,1.0,-,1.32664463558332,0.249741458153342,1.08385693591422e-07,6.091275979837916e-05,+,"V13 Pedal cyclist injured in collision with car, pick-up truck or van",200,True,562
Sub-block,154480,NoCNV_Control,-11.8378487256154,440.884172963586,0.978579176727818,1.0,-,-0.557546760506077,0.206644152153465,0.0069736312840892,1.0,-,"W02 Fall involving ice-skates, skis, roller-skates or skateboards",200,True,562
Sub-block,157760,NoCNV_Control,1.09163398864526,1.0062191691507,0.277971753562123,1.0,+,0.673908953080327,0.176860874515043,0.0001387475936757,0.0779761476457434,+,"W26 Contact with knife, sword or dagger",200,True,562
Sub-block,171580,NoCNV_Control,-0.999310494227189,1.0016492847026,0.318441801075009,1.0,-,0.353632248388808,0.0612569699535195,7.79044431902385e-09,4.378229707291404e-06,+,X59 Exposure to unspecified factor,200,True,562
Sub-block,176850,NoCNV_Control,1.31287515773136,0.715237706280602,0.0664199776151145,1.0,+,1.66361188307781,0.17481050343278,1.78836899778463e-21,1.0050633767549622e-18,+,Y04 Assault by bodily force,200,True,562
Sub-block,156500,NoCNV_Control,1.01064079140624,0.506344051206918,0.0459386383082713,1.0,+,0.0236747449160239,0.0820856273843095,0.773028912699514,1.0,+,W18 Other fall on same level,200,True,562
Sub-block,155430,NoCNV_Control,1.017009349561,0.4155169976735,0.0143820868395283,1.0,+,-0.330209950508859,0.0688725912988845,1.63077385225658e-06,0.0009164949049681979,-,W10 Fall on and from stairs and steps,200,True,562
Sub-block,149080,NoCNV_Control,-11.7328959741512,441.838153104799,0.978814875117387,1.0,-,-0.388978036317558,0.212800281771445,0.0675642780186528,1.0,-,V49 Car occupant injured in other and unspecified transport accidents,200,True,562
Sub-block,159950,NoCNV_Control,-11.4301671546448,268.105179525367,0.965993973134378,1.0,-,0.341212622647846,0.145908227584514,0.0193591125296076,1.0,+,W44 Foreign body entering into or through eye or natural orifice,200,True,562
Sub-block,180490,NoCNV_Control,0.570808618958242,1.00449595845163,0.569862662775223,1.0,+,0.115894378399686,0.132054360848417,0.380146558960844,1.0,+,Y40 Systemic antibiotics,200,True,562
Sub-block,170360,NoCNV_Control,-11.0108472754879,727.339492501993,0.987921665770189,1.0,-,0.507201179506408,0.492851847946355,0.303425685951007,1.0,+,X47 Accidental poisoning by and exposure to other gases and vapours,200,True,562
Sub-block,160920,NoCNV_Control,-11.296203232401,268.485380673121,0.966439857265893,1.0,-,-0.141033590700923,0.157024601769621,0.369098984188402,1.0,-,W54 Bitten or struck by dog,200,True,562
Sub-block,161350,NoCNV_Control,-10.9468802743209,268.559347329093,0.967486037019271,1.0,-,0.0306679637186684,0.185355675810128,0.868586119563319,1.0,+,W57 Bitten or stung by non-venomous insect and other non-venomous arthropods,200,True,562
Sub-block,146950,NoCNV_Control,-11.7996872210156,702.156401864861,0.986592239110454,1.0,-,1.88573990782214,0.442859191799557,2.06169261296117e-05,0.011586712484841777,+,V29 Motorcycle rider injured in other and unspecified transport accidents,200,True,562
Sub-block,155610,NoCNV_Control,0.748478768461732,0.714019157032406,0.294518158085205,1.0,+,1.75398242574376,0.136182475673022,5.86018000875397e-38,3.293421164919731e-35,+,W11 Fall on and from ladder,200,True,562
Sub-block,157290,NoCNV_Control,-11.6865589830283,264.742827978094,0.964790367968294,1.0,-,1.02531255061372,0.138597222081182,1.38474057157713e-13,7.78224201226347e-11,+,"W23 Caught, crushed, jammed or pinched in or between objects",200,True,562
Sub-block,167590,NoCNV_Control,-11.0216015131901,439.573947184388,0.979996438817797,1.0,-,0.718791152790332,0.303648970657565,0.0179243114161547,1.0,+,"X23 Contact with hornets, wasps and bees",200,True,562
Sub-block,161800,NoCNV_Control,-10.9432305074847,726.000595098008,0.987973695751197,1.0,-,-0.638139068691761,0.539402338830051,0.236789969958605,1.0,-,W64 Exposure to other and unspecified animate mechanical forces,200,True,562
Sub-block,183890,NoCNV_Control,0.768844145426166,0.506304244766251,0.128877877158858,1.0,+,0.540832369268491,0.0741575631912583,3.03089822704224e-13,1.703364803597739e-10,+,"Y84 Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",200,True,562
Sub-block,170710,NoCNV_Control,1.3615520684437,0.584455229455858,0.0198268345715843,1.0,+,0.594894304987885,0.115285816221226,2.46726904411606e-07,0.00013866052027932259,+,X50 Overexertion and strenuous or repetitive movements,200,True,562
Sub-block,160560,NoCNV_Control,-11.0714647276662,441.557957957099,0.979996226795271,1.0,-,0.438355101300369,0.288754515043883,0.128991921644452,1.0,+,W51 Striking against or bumped into by another person,200,True,562
Sub-block,148830,NoCNV_Control,-11.1098503615348,441.148880143693,0.979908276872369,1.0,-,0.507397266652577,0.284601861134877,0.0746136771102617,1.0,+,V47 Car occupant injured in collision with fixed or stationary object,200,True,562
Sub-block,146850,NoCNV_Control,-11.6284763522193,422.403827456646,0.97803758075191,1.0,-,2.16104075901012,0.321169862223108,1.7124013718539297e-11,9.623695709819085e-09,+,V28 Motorcycle rider injured in noncollision transport accident,200,True,562
Sub-block,149990,NoCNV_Control,-10.7856174445123,1198.31098866294,0.992818590894812,1.0,-,0.555924868789718,0.912895962947401,0.5425453302693,1.0,+,V58 Occupant of pick-up truck or van injured in noncollision transport accident,200,True,562
Sub-block,150090,NoCNV_Control,-10.9094234548615,1162.11457294626,0.99250991864527,1.0,-,1.75996812688292,1.09546596272037,0.108143643124065,1.0,+,V59 Occupant of pick-up truck or van injured in other and unspecified transport accidents,200,True,562
Sub-block,156840,NoCNV_Control,-11.7679514876472,430.60831567336,0.978197592034105,1.0,-,1.51420162638813,0.244663124818358,6.05760564532616e-10,3.404374372673302e-07,+,"W20 Struck by thrown, projected or falling object",200,True,562
Sub-block,181630,NoCNV_Control,0.600861116758856,1.00471781686304,0.549813460264081,1.0,+,0.523642113887745,0.136420904960337,0.0001238234302485,0.069588767799657,+,Y52 Agents primarily affecting the cardiovascular system,200,True,562
Sub-block,154620,NoCNV_Control,-11.4496139125189,433.494273506801,0.978928422666843,1.0,-,1.28640689204754,0.271032385842802,2.0714916820615e-06,0.0011641783253185632,+,"W03 Other fall on same level due to collision with, or pushing by, another person",200,True,562
Sub-block,177240,NoCNV_Control,-11.3633949075306,1191.81953888044,0.992392690595299,1.0,-,0.843659646711656,0.707139155285811,0.232845761434523,1.0,+,Y08 Assault by other specified means,200,True,562
Sub-block,155900,NoCNV_Control,1.52693146487503,1.00868496264,0.130080554632152,1.0,+,1.20562647173076,0.242230946194199,6.4518074902146e-07,0.0003625915809500605,+,"W13 Fall from, out of or through building or structure",200,True,562
Sub-block,160440,NoCNV_Control,1.9270187554459,1.01188890726113,0.0568610003424425,1.0,+,1.6452056040196,0.333716157229928,8.22486029694436e-07,0.00046223714868827306,+,"W50 Hit, struck, kicked, twisted, bitten or scratched by another person",200,True,562
Sub-block,158200,NoCNV_Control,1.10525175811094,1.00773692057202,0.272743624271427,1.0,+,2.30978043152918,0.282295113106835,2.7882799518003004e-16,1.5670133329117688e-13,+,W29 Contact with other powered hand tools and household machinery,200,True,562
Sub-block,183790,NoCNV_Control,0.429494472510486,0.235188775802645,0.0678247958739824,1.0,+,0.190073496023897,0.0279558870891408,1.05310693749789e-11,5.918460988738141e-09,+,"Y83 Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",200,True,562
Sub-block,160080,NoCNV_Control,-11.3054907256396,267.890683245727,0.966337763105636,1.0,-,0.414640191111837,0.155791056916004,0.0077789939678859,1.0,+,W45 Foreign body or object entering through skin,200,True,562
Sub-block,171860,NoCNV_Control,-0.0022595672263706,1.00364229629452,0.998203670483348,1.0,-,-0.43245375383783,0.103568727609044,2.97300325168924e-05,0.01670827827449353,-,"X61 Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified",200,True,562
Sub-block,152100,NoCNV_Control,-10.8843473760652,726.810489940833,0.988051729779534,1.0,-,0.555987901085034,0.527089717090461,0.291504943112795,1.0,+,V79 Bus occupant injured in other and unspecified transport accidents,200,True,562
Sub-block,146060,NoCNV_Control,-11.2520926129582,432.5596638717,0.979247120521588,1.0,-,1.36238007290557,0.304550509509237,7.69810475877461e-06,0.004326334874431331,+,V19 Pedal cyclist injured in other and unspecified transport accidents,200,True,562
Sub-block,169980,NoCNV_Control,-11.5348763487155,441.103779728646,0.979137673828869,1.0,-,0.513789038453902,0.230293265576966,0.0256797590642543,1.0,+,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",200,True,562
Sub-block,158450,NoCNV_Control,-11.9804398819017,410.029342719357,0.976690331467117,1.0,-,3.44948966182806,0.455470418399259,3.6339625598358e-14,2.0422869586277194e-11,+,W31 Contact with other and unspecified machinery,200,True,562
Sub-block,172260,NoCNV_Control,-11.3834269867909,268.53611479307,0.966187262478629,1.0,-,-0.0828357834554344,0.149822899969984,0.580337819912241,1.0,-,"X64 Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",200,True,562
Sub-block,146430,NoCNV_Control,-11.3084287050149,424.223624424589,0.978733498824836,1.0,-,2.01488548114442,0.358327138322604,1.87633062601599e-08,1.0544978118209863e-05,+,"V23 Motorcycle rider injured in collision with car, pick-up truck or van",200,True,562
Sub-block,145880,NoCNV_Control,-11.3512093569432,725.518252022963,0.987517081510788,1.0,-,0.661432657549553,0.421691351342631,0.116759085654675,1.0,+,V17 Pedal cyclist injured in collision with fixed or stationary object,200,True,562
Sub-block,148970,NoCNV_Control,-11.4007718912171,442.332110790724,0.979437412295935,1.0,-,-0.267510888105339,0.247937754346766,0.280612808187782,1.0,-,V48 Car occupant injured in noncollision transport accident,200,True,562
Sub-block,179620,NoCNV_Control,-16.0875095260077,21864.8962309825,0.9994129414483,1.0,-,17.0499968896637,1636.70653672297,0.991688379724382,1.0,+,"Y29 Contact with blunt object, undetermined intent",200,True,562
Sub-block,152780,NoCNV_Control,-10.8762701277761,1983.77490855127,0.995625529639767,1.0,-,0.15043168985466,1.41422967224511,0.91528874987802,1.0,+,V85 Occupant of special construction vehicle injured in transport accident,200,True,562
Sub-block,157920,NoCNV_Control,-11.8324092094429,430.2921512907,0.97806209824816,1.0,-,1.53842606471507,0.238461865584888,1.10781132749284e-10,6.225899660509761e-08,+,W27 Contact with nonpowered hand tool,200,True,562
Sub-block,165990,NoCNV_Control,-10.975694704692,713.89407119194,0.987733484958092,1.0,-,1.32931871698769,0.571811916646637,0.0200854289540535,1.0,+,"X09 Exposure to unspecified smoke, fire and flames",200,True,562
Sub-block,157130,NoCNV_Control,0.548117813142031,1.00459188098081,0.58533238110284,1.0,+,0.504265523038289,0.132670813711,0.0001441845204142,0.0810317004727804,+,W22 Striking against or struck by other objects,200,True,562
Sub-block,170240,NoCNV_Control,-16.0875095260071,21864.8962309766,0.9994129414483,1.0,-,17.0499968896503,1636.7065367181,0.991688379724364,1.0,+,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,200,True,562
Sub-block,169600,NoCNV_Control,-11.3838684493336,441.93386774046,0.979449394683337,1.0,-,-0.368639979274379,0.252696204705915,0.144612802204404,1.0,-,"X41 Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified",200,True,562
Sub-block,146760,NoCNV_Control,-10.8709736569202,697.852922114381,0.987571261831525,1.0,-,2.0966408890827,0.755959209917374,0.0055459541425085,1.0,+,V27 Motorcycle rider injured in collision with fixed or stationary object,200,True,562
Sub-block,184030,NoCNV_Control,-11.7455700136914,267.645168154883,0.964996185789625,1.0,-,0.484399235662862,0.125694944073389,0.0001163135043428,0.06536818944065359,+,Y86 Sequelae of other accidents,200,True,562
Sub-block,181000,NoCNV_Control,0.929547785640214,0.712627412183145,0.192098866257317,1.0,+,0.231752037491537,0.11157856003022,0.037798773100724,1.0,+,"Y45 Analgesics, antipyretics and anti-inflammatory drugs",200,True,562
Sub-block,161110,NoCNV_Control,-11.8796926222405,438.124695449823,0.97836811737774,1.0,-,-0.902162305848407,0.215816642222441,2.91219718607262e-05,0.016366548185728125,-,W55 Bitten or struck by other mammals,200,True,562
Sub-block,170120,NoCNV_Control,-10.8376500212473,440.985407632659,0.980393176049115,1.0,-,-0.542949778969152,0.339750553465671,0.110024378609391,1.0,-,X45 Accidental poisoning by and exposure to alcohol,200,True,562
Sub-block,144920,NoCNV_Control,-10.8818644868867,727.068316876286,0.988058690876088,1.0,-,-0.54280769458855,0.547764354847783,0.321709454449237,1.0,-,V01 Pedestrian injured in collision with pedal cycle,200,True,562
Sub-block,180690,NoCNV_Control,-11.7457776249313,266.58353755294,0.964856257355375,1.0,-,-0.738947009485838,0.135574907669126,5.02367884662759e-08,2.8233075118047056e-05,-,"Y42 Hormones and their synthetic substitutes and antagonists, not elsewhere classified",200,True,562
Sub-block,164860,NoCNV_Control,-11.5329552193922,1944.99409952349,0.995268924985674,1.0,-,1.24909323960633,1.15472034143537,0.279373440711121,1.0,+,W94 Exposure to high and low air pressure and changes in air pressure,200,True,562
Sub-block,165420,NoCNV_Control,-14.9888695426352,21865.1320206949,0.999453038442944,1.0,-,15.9513354367073,1636.7068196037,0.992223944669456,1.0,+,"X03 Exposure to controlled fire, not in building or structure",200,True,562
Sub-block,158070,NoCNV_Control,-11.1878968813335,714.203122217627,0.987501755672856,1.0,-,1.31386725323057,0.512392238924255,0.010341912626049,1.0,+,W28 Contact with powered lawn mower,200,True,562
Sub-block,157010,NoCNV_Control,-11.3419650398251,428.338162291876,0.978875285457409,1.0,-,1.69199917807772,0.318176564911642,1.05029711335291e-07,5.902669777043354e-05,+,W21 Striking against or struck by sports equipment,200,True,562
Sub-block,170580,NoCNV_Control,2.09397532837867,1.01231227651496,0.0385923453877159,1.0,+,0.347130003564237,0.281500476054764,0.217522864884809,1.0,+,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,200,True,562
Sub-block,152210,NoCNV_Control,-11.5638581590128,432.282025185536,0.978658553818484,1.0,-,-1.46014916430162,0.292848320965294,6.16340479143134e-07,0.0003463833492784413,-,V80 Animal-rider or occupant of animal-drawn vehicle injured in transport accident,200,True,562
Sub-block,181960,NoCNV_Control,-11.6511113332699,1191.81617210228,0.992200060716621,1.0,-,0.843687722708096,0.612409833073678,0.16831071175775,1.0,+,Y55 Agents primarily acting on smooth and skeletal muscles and the respiratory system,200,True,562
Sub-block,155760,NoCNV_Control,-10.7707454286872,685.266883644872,0.987459692180727,1.0,-,2.78980925989886,1.03512040303341,0.0070356030988989,1.0,+,W12 Fall on and from scaffolding,200,True,562
Sub-block,171720,NoCNV_Control,0.0377417091381599,1.00364072934328,0.970002780593861,1.0,+,-0.292712568664369,0.103843267898299,0.0048204749908022,1.0,-,"X60 Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",200,True,562
Sub-block,153210,NoCNV_Control,-11.2065259660695,441.926553002071,0.979769136341867,1.0,-,0.365773550514106,0.268893858002571,0.173738260533222,1.0,+,"V89 Motor- or nonmotor-vehicle accident, type of vehicle unspecified",200,True,562
Sub-block,145220,NoCNV_Control,-11.3249529653396,715.499753266258,0.987371584962083,1.0,-,1.24935681933021,0.471453111952062,0.008048870214118,1.0,+,V09 Pedestrian injured in other and unspecified transport accidents,200,True,562
Sub-block,155210,NoCNV_Control,-10.7902567330595,442.034270161948,0.980525210600608,1.0,-,-0.346151245434539,0.339046684227189,0.307275985782202,1.0,-,W08 Fall involving other furniture,200,True,562
Sub-block,154970,NoCNV_Control,1.33235098045585,1.00705110457866,0.185827991113019,1.0,+,0.41155904116321,0.194196739615841,0.0340660389380051,1.0,+,W06 Fall involving bed,200,True,562
Sub-block,177390,NoCNV_Control,2.0343828988997,1.01320605605416,0.0446574377863257,1.0,+,2.05555702807575,0.405177947913293,3.91139039670753e-07,0.0002198201402949632,+,Y09 Assault by unspecified means,200,True,562
Sub-block,180600,NoCNV_Control,-11.1632469908907,440.983719188271,0.979804172283051,1.0,-,-0.543038620410142,0.28875451748879,0.0600231106850814,1.0,-,Y41 Other systemic anti-infectives and antiparasitics,200,True,562
Sub-block,176370,NoCNV_Control,-11.6483992898449,706.271463405035,0.986841240091148,1.0,-,1.69143600449461,0.449918636135448,0.0001703033589005,0.09571048770208099,+,Y00 Assault by blunt object,200,True,562
Sub-block,153600,NoCNV_Control,-11.228146424331,729.99775130345,0.987728165689728,1.0,-,0.0551312812633817,0.436983871271936,0.8996027448355,1.0,+,"V93 Accident on board watercraft without accident to watercraft, not causing drowning and submersion",200,True,562
Sub-block,155090,NoCNV_Control,1.36383470062286,1.00723486345071,0.175724121424671,1.0,+,-0.58668503576826,0.208630246181412,0.004922219104277,1.0,-,W07 Fall involving chair,200,True,562
Sub-block,151990,NoCNV_Control,-11.4378723357358,728.970672367173,0.987481351931246,1.0,-,-0.319668146410171,0.403169716578245,0.427843489594356,1.0,-,V78 Bus occupant injured in noncollision transport accident,200,True,562
Sub-block,169470,NoCNV_Control,1.5635615173306,1.00817173659563,0.120928510230342,1.0,+,0.103874410399868,0.215809126943626,0.630285260412532,1.0,+,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",200,True,562
Sub-block,176200,NoCNV_Control,2.19832679337548,1.01538681987703,0.0303866046349752,1.0,+,2.81389947650848,0.597185052250899,2.45370959319624e-06,0.001378984791376287,+,X99 Assault by sharp object,200,True,562
Sub-block,184000,NoCNV_Control,-11.8649159737073,437.724099705596,0.978375250204471,1.0,-,0.913675299340094,0.204818554187814,8.16157777273209e-06,0.0045868067082754345,+,Y85 Sequelae of transport accidents,200,True,562
Sub-block,163250,NoCNV_Control,-10.8382148311125,440.36350418532,0.980364468837897,1.0,-,0.620705263662283,0.32920990151241,0.059370561582684,1.0,+,W79 Inhalation and ingestion of food causing obstruction of respiratory tract,200,True,562
Sub-block,155320,NoCNV_Control,-11.0683066862503,1169.68400015336,0.99245001280182,1.0,-,-1.64143373514776,1.08014460421619,0.128600829679612,1.0,-,W09 Fall involving playground equipment,200,True,562
Sub-block,182050,NoCNV_Control,-11.5792872056793,728.416174684408,0.987316940905638,1.0,-,-0.396247180163697,0.378928086746709,0.295697027886351,1.0,-,"Y56 Topical agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological and dental drugs",200,True,562
Sub-block,153490,NoCNV_Control,-11.2647169405903,1964.99226314264,0.995425989879069,1.0,-,0.84360350065285,1.22476352476446,0.490956132283602,1.0,+,V92 Water-transport-related drowning and submersion without accident to watercraft,200,True,562
Sub-block,158340,NoCNV_Control,-16.3752119810893,21864.8497793465,0.999402441465181,1.0,-,17.3377035219098,1636.70645263774,0.991548131782108,1.0,+,W30 Contact with agricultural machinery,200,True,562
Sub-block,160330,NoCNV_Control,2.44987078638166,1.01696107870676,0.0159958002851195,1.0,+,0.971557960719417,0.361892847163754,0.0072604397245973,1.0,+,W49 Exposure to other and unspecified inanimate mechanical forces,200,True,562
Sub-block,147880,NoCNV_Control,-14.9888695426349,21865.1320207101,0.999453038442944,1.0,-,15.9513354367223,1636.70681960742,0.992223944669466,1.0,+,V38 Occupant of three-wheeled motor vehicle injured in noncollision transport accident,200,True,562
Sub-block,164420,NoCNV_Control,-10.8762701277743,1983.77490855038,0.995625529639766,1.0,-,0.150431689854712,1.41422967224461,0.915288749877961,1.0,+,W90 Exposure to other nonionising radiation,200,True,562
Sub-block,181520,NoCNV_Control,-11.9140449102809,440.916582019089,0.978442915922723,1.0,-,0.541995560921835,0.191025893656786,0.0045498487367852,1.0,+,Y51 Drugs primarily affecting the autonomic nervous system,200,True,562
Sub-block,166110,NoCNV_Control,-10.9558714425472,729.789755186748,0.988022314268794,1.0,-,0.150455773037867,0.500045795913664,0.763502960940866,1.0,+,"X10 Contact with hot drinks, food, fats and cooking oils",200,True,562
Sub-block,180170,NoCNV_Control,-11.5507786630735,1183.47573613989,0.992212732917867,1.0,-,1.13139098631476,0.67703702177593,0.0947035552807966,1.0,+,"Y34 Unspecified event, undetermined intent",200,True,562
Sub-block,184080,NoCNV_Control,-11.1328120543143,442.422853066248,0.979924722521425,1.0,-,-0.239176259945912,0.28270647294686,0.397539752658768,1.0,-,Y88 Sequelae of surgical and medical care as external cause,200,True,562
Sub-block,183070,NoCNV_Control,-10.8742982740888,722.874306715567,0.987997764766938,1.0,-,0.843715800682687,0.547764355443252,0.123489750675697,1.0,+,Y71 Cardiovascular devices associated with adverse incidents,200,True,562
Sub-block,156140,NoCNV_Control,-11.6026443428268,1162.09557367721,0.992033859184533,1.0,-,1.76007010602129,0.774626225444978,0.0230772082282216,1.0,+,W15 Fall from cliff,200,True,562
Sub-block,145640,NoCNV_Control,-11.10197035732,1185.48487712508,0.992527984593537,1.0,-,1.06679975606658,0.836687368165092,0.202299359356041,1.0,+,V14 Pedal cyclist injured in collision with heavy transport vehicle or bus,200,True,562
Sub-block,161690,NoCNV_Control,-11.5692180437804,1195.09754907933,0.99227614826049,1.0,-,0.710131696204371,0.626819705245001,0.257251122854864,1.0,+,W60 Contact with plant thorns and spines and sharp leaves,200,True,562
Sub-block,153970,NoCNV_Control,-11.5329552193953,1944.99409952671,0.99526892498568,1.0,-,1.2490932396065,1.15472034143573,0.279373440711206,1.0,+,V97 Other specified air transport accidents,200,True,562
Sub-block,172640,NoCNV_Control,-11.4332586477754,1169.8956123833,0.992202487771111,1.0,-,1.5368772851287,0.79059836789819,0.0519024590373173,1.0,+,X67 Intentional self-poisoning by and exposure to other gases and vapours,200,True,562
Sub-block,183370,NoCNV_Control,-15.8984549012388,8168.62734177878,0.998447092373419,1.0,-,-16.6915913188233,649.130145417582,0.979485630714204,1.0,-,Y76 Obstetric and gynaecological devices associated with adverse incidents,200,True,562
Sub-block,145280,NoCNV_Control,-11.5329552193959,1944.99409952745,0.995268924985682,1.0,-,1.24909323960642,1.15472034143546,0.279373440711124,1.0,+,V10 Pedal cyclist injured in collision with pedestrian or animal,200,True,562
Sub-block,167260,NoCNV_Control,-10.8762701277754,1983.77490855123,0.995625529639768,1.0,-,0.150431689854617,1.41422967224512,0.915288749878044,1.0,+,X20 Contact with venomous snakes and lizards,200,True,562
Sub-block,145360,NoCNV_Control,-10.7951977079886,719.025708357292,0.988021293390041,1.0,-,1.06688054360069,0.591646667072905,0.0713506351095688,1.0,+,V11 Pedal cyclist injured in collision with other pedal cycle,200,True,562
Sub-block,163960,NoCNV_Control,-11.1283508968774,1203.28958867741,0.992621050759492,1.0,-,-0.13726469363081,0.763792575377227,0.857376613997664,1.0,-,W86 Exposure to other specified electric current,200,True,562
